목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15004620,FILE,경상북도 영천시_체육시설업 현황,경상북도 영천시_체육시설업 현황_20251118,문화관광 - 체육,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,연간,2026-11-18,텍스트,102,csv,"체육,체육시설,운동,건강,여가,취미,체력,다이어트",975,2019-11-13,2025-11-18,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시 내에 소재한 체육시설업 현황을 체계적으로 정리한 자료 입니다.  지역 내 태권도장, 당구장, 댄스클럽 등 다양한 체육시설들의 위치, 주소(도로명,지번), 위도, 경도 정보를 포함하고 있습니다. 이를 통해 지역 주민과 방문객들이 쉽게 접근할 수 있는 체육 인프라의 현황을 파악할 수 있으며, 지역 주민의 건강 증진과 여가 활동 활성화, 건강 증진, 지역 경제 활성화에 기여할 목적으로 제공됩니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 새마을체육과로 연락주시기 바랍니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4027,https://www.data.go.kr/data/15004620/fileData.do,N,N
15004623,FILE,경상북도 영천시_의료기기판매업소현황,경상북도 영천시_의료기기판매업소현황_20260108,보건의료 - 보건의료,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,연간,2027-01-08,텍스트,140,csv,"의료,의료기기,판매,지역보건,재활기기,건강,운동",994,2019-11-15,2026-01-09,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시 내에 소재한 의료기기 판매업소의 현황을 상세하게 기록한 자료입니다. 영천시 지역 내에서 운영 중인 다양한 의료기기 판매업소의 상호명, 소재지, 전화번호 등의 기본 정보를 포함하고 있으며, 의료기기 관련 서비스 제공 업체의 위치와 연락처, 의료기기 판매업소의 분포와 규모, 특성 등을 파악하는 데 유용하게 활용될 수 있습니다. 또한, 의료기기 판매업소의 위치별 분포와 업체 수를 파악하여 지역 내 의료 인프라의 현황을 이해하는 데 도움을 주며, 관련 기관이나 기업이 영천시 내 의료기기 시장에 대한 전략적 판단을 내리는 데 참고 자료로 활용할 수 있습니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 보건소 보건위생과로 연락주시기 바랍니다.",전화번호 부재 및 개인정보의 경우 공란으로 표기하였음을 알려드립니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3994,https://www.data.go.kr/data/15004623/fileData.do,N,N
15004625,FILE,경상북도 영천시_위생관리등급평가 결과,경상북도 영천시_위생관리등급평가 결과_20211201,식품건강 - 식품의약안전,5100000,경상북도 영천시,정책기획실,`0543306629,-,평가 계획서 및 평가표에 따라 현장 방문후 점검 하여 결과 추출,수시,-,텍스트,100,csv,"위생,위생등급,위생관리,식품,첨가물",642,2019-11-15,2025-05-28,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시 소재 식품 제조 및 가공업체의 위생 관리 등급 평가 결과 현황을 나타내는 자료입니다. 영천시 내에 위치한 다양한 식품업체들의 평가 등급, 소재지, 업종명, 영업자 명, 평가 일자 등의 정보를 포함하고 있으며, 업체별 위생 관리 수준을 파악하는 데 유용하게 활용될 수 있습니다. 업체의 평가 등급이 자율관리, 일반관리, 평가불가, 폐업 등으로 구분되어 있으며, 이를 통해 영천시 내 식품 안전관리 현황을 종합적으로 파악할 수 있습니다. 지역 내 식품 안전 정책 수립과 위생관리 강화 방안 마련에 기초 자료로 활용될 수 있으며 지역 내 식품 관련 업체들의 위생 수준을 체계적으로 분석하는 데 도움을 줍니다.<br/>해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 보건소 보건위생과로 연락주시기 바랍니다.",파일 내 비고에는 평가등급이 평가불가일 경우 그 사유를 기재하였기에 그 외 평가등급의 경우 비고에 공란이 있음을 참고하시기 바랍니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3810,https://www.data.go.kr/data/15004625/fileData.do,N,N
15004626,FILE,경상북도 영천시_일반음식점 현황,경상북도 영천시_일반음식점 현황_20231011,식품건강 - 식품의약안전,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,수시,-,텍스트,1628,csv,"음식,음식점,일반음식점,위생,영업",1237,2019-11-15,2025-05-25,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시 소재의 일반음식점 현황을 상세하게 기록한 자료입니다. 영천시 내에 위치한 다양한 식당들의 상호명, 주소, 전화번호, 업종 구분 등 기본 정보를 포함하고 있으며, 지역 내 음식점의 분포와 영업 현황을 파악하는 데 유용하게 활용될 수 있습니다. 해당 데이터는 영천시의 관광, 지역경제 활성화, 식품 안전 및 위생 관리, 지역 상권 분석 등 다양한 목적으로 활용 가능하며, 공공기관의 정책 수립과 지역 맞춤형 서비스 제공에 기초 자료로 제공됩니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 보건소 보건위생과로 연락주시기 바랍니다.",개인정보 포함 등의 사유로 데이터값에 공란이 있을 수 있으니 데이터 활용시 참고하시기 바랍니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3855,https://www.data.go.kr/data/15004626/fileData.do,N,N
15004642,FILE,경상북도 영천시_자동차 등록현황,경상북도 영천시_자동차 등록현황_20250602,공공행정 - 일반행정,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,수시,-,텍스트,4,xlsx,"월별 현황,등록,자동차 현황,승용차,화물자동차,특수자동차",569,2019-11-13,2025-06-04,-,기관자체에서 다운로드(제공데이터URL기재),"해당 데이터는 경상북도 영천시의 2014년 1월부터 현재까지 자동차 등록 현황 데이터입니다. 본 데이터는 영천시 내 등록된 차량의 총 수와 유형별 상세 현황을 포함하고 있으며, 관용차량, 자가용, 영업용 차량 등 다양한 차량 유형별 등록 수를 구체적으로 제시하고 있습니다. 데이터는 승용차, 승합차, 화물자동차, 특수자동차 등 주요 차량 분류별로 관용차량, 자가용, 영업용으로 구분하여 등록된 차량 수를 상세하게 보여줍니다. 이를 통해 영천시의 차량 분포를 파악하는 데 유용하며, 교통 정책 수립, 차량 관리, 도시 계획 등 다양한 행정적 활용이 가능하며 1개월 단위로 갱신이 되고 있습니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 교통행정과로 연락주시기 바랍니다.",해당 데이터와 관련하여 링크를 참조하여 주시기 바랍니다.,-,-,무료,건 ,공공저작물 : 출처표시 (제 1유형),-,-,-,4412,https://www.data.go.kr/data/15004642/fileData.do,N,N
15004647,FILE,경상북도 영천시_의료기관 현황,경상북도 영천시_의료기관 현황_20260109,보건의료 - 보건의료,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,연간,2027-01-09,텍스트,123,csv,"의료기관,병원,한의원,진료,질병,치료",1117,2019-11-15,2026-01-09,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시에서 운영 중인 의료기관(연번, 의료기관명, 운영시간, 진료과목, 병상 수, 전화번호, 위도, 경도 ) 현황에 대한 데이터로서 지역 내 의료 서비스의 현황과 접근성을 파악하는 데 유용하게 활용될 수 있습니다. 영천시 내 다양한 의료기관의 위치와 진료과목별 분포 현황을 한눈에 확인할 수 있으며, 의료기관 별 운영시간과 연락처 정보도 함께 수록되어 있어 이용자들의 편의성을 높이고 있습니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 보건위생과로 연락 주시기 바랍니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4664,https://www.data.go.kr/data/15004647/fileData.do,N,N
15004649,FILE,경상북도 영천시_장애인 복지시설 현황,경상북도 영천시_장애인 복지시설 현황_20251211,사회복지 - 사회복지일반,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,반기,2026-06-11,텍스트,10,csv,"장애인시설,복지시설,장애인복지시설,지역복지,돌봄",1177,2019-11-13,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시에 위치한 장애인 복지시설 현황을 상세하게 제공하는 자료입니다. 본 자료에는 장애인 복지와 관련된 다양한 기관들의 명칭, 소재지, 연락처, 시설장 성명, 시설 인원수 등의 정보가 포함되어 있으며, 복지시설의 유형별 분류와 위치 정보를 확인할 수 있습니다. 이를 통해 영천시 내 장애인 복지 서비스 제공 현황을 파악하고, 관련 기관 간의 연계 및 지원 정책 수립에 활용할 수 있습니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 사회복지과로 연락주시기 바랍니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4084,https://www.data.go.kr/data/15004649/fileData.do,N,N
15004652,FILE,경상북도 영천시_공장,경상북도 영천시_공장_20260310,산업고용 - 산업·중소기업일반,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,연간,2027-03-11,텍스트,1125,csv,"사업,업종,농공단지,생산,기업",3590,2015-01-26,2026-03-11,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시 소재 공장 현황을 상세하게 기록한 자료입니다. 영천시 내에 위치한 다양한 산업체들의 기업명, 대표자명, 공장 주소, 업종, 생산품목, 용지면적, 건축면적 등 핵심 정보를 포함하고 있으며, 지역 산업구조와 기업 분포를 파악하는 데 유용한 자료입니다. 본 데이터는 자동차 부품, 플라스틱, 금속, 석재, 섬유, 식품 등 다양한 업종의 공장 정보를 포괄하고 있으며, 각 기업별 상세 주소와 생산품, 생산 규모, 면적 등을 구체적으로 제공하여 지역 산업의 현황을 한눈에 파악할 수 있도록 구성되어 있습니다. 개인정보 보호를 위하여 대표자명과, 전화번호의 경우 데이터의 일부분을 기호 처리하거나 공란처리 하였습니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 기업유치과로 연락주시기 바랍니다.",전화번호 중 휴대폰번호의 경우 공란으로 표기하였습니다. 단지명이 공란으로 표기된 경우는 개별입지(농공단지 이외 지역) 내 위치한 공장입니다. 용지면적의 단위는 ㎡입니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,9848,https://www.data.go.kr/data/15004652/fileData.do,N,N
15004655,FILE,경상북도 영천시_인구 현황,경상북도 영천시_인구 현황_20250602,공공행정 - 일반행정,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,수시,-,텍스트,18,xlsx,"인구,세대,주민,경상북도인구,통계",1413,2016-05-13,2025-06-04,-,기관자체에서 다운로드(제공데이터URL기재),"해당 데이터는 2010년 12월 기준으로 경상북도 영천시 주민등록 인구와 경상북도 주민등록 인구 현황과 관련된 데이터입니다. 영천시의 인구는 매월 기준으로 게시되고 있으며 경상북도 주민등록 인구는 분기별로 게시되고 있습니다. 본 데이터는 영천시와 경상북도의 인구 규모와 인구 구조를 파악하는 데 필요한 핵심 정보를 포함하고 있으며 지역 인구의 변화 추이와 인구 구조의 특성을 분석하는 데 유용합니다. 이를 통해 영천시의 인구 증가 또는 감소 추세를 파악하고, 인구 구조 변화에 따른 정책 수립과 지역사회 발전 방안을 모색하는 데 활용할 수 있습니다. 해당 데이터와 관련하여 궁금하신 사항이 있으신 경우 영천시 종합민원과로 연락주시기 바랍니다.",시 홈페이지를 통해 월별 공개 내용으로 링크 참조,-,-,무료,건 ,공공저작물 : 출처표시 (제 1유형),-,-,-,13057,https://www.data.go.kr/data/15004655/fileData.do,N,N
15004694,FILE,충청북도 괴산군_농특산물현황,충청북도 괴산군_농특산물현황_20190905,농축수산 - 임업·산촌,4460000,충청북도 괴산군,행정과,`0438303154,-,-,수시,-,텍스트,15,csv,"제철상품,농산품,괴산장터",892,2019-09-04,2022-09-29,-,공공데이터포털에서 다운로드(원문파일등록),"2019년 9월 5일 기준 괴산군 제철상품 정보 입니다. 상품명, 가격정보를 제공하고 있습니다. 자세한 사항은 괴산군청으로 문의주시기 바랍니다",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2780,https://www.data.go.kr/data/15004694/fileData.do,N,N
15004712,FILE,행정안전부_안보의식 여론조사,행정안전부_안보의식 여론조사_20160630,재난안전 - 안전관리,1741000,행정안전부,위기관리지원과,`0442054433,-,-,수시,-,이미지,1,png,"안보의식 조사,국민안보의식수준,비상시국민행동요령인지도,민방위 대피소 인지도,비상대비 준비도",6562,2019-09-26,2025-12-10,-,공공데이터포털에서 다운로드(원문파일등록),"행정안전부 안보의식 여론조사는 2016년까지 행정안전부 비상대비자원과에서  변화하는 안보상황에 따른 국민의 안보의식 추이 분석을 통하여 비상대비 정책의 기초자료로 활용하기 위하여 조사를 추진하였음. <br/><br/><br/>* 일반국민 및 청소년들의 안보의식 수준을 조사하여 변화하는 안보상황에 따른  변화 요인을 분석하여<br/><br/>  국민들의 안보의식 고취를  위한 기초적인 정책자료 활용하기 위하여 조사 추진 <br/><br/>* 최근에 북한의 위협이 증대됨에 따라 비상대피소 위치, 방독면 사용요령 등 비상시 국민행동요령 인지 수준 점검<br/><br/><br/>○ 개방부서 : 비상대비자원과<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7083,https://www.data.go.kr/data/15004712/fileData.do,N,N
15004731,FILE,경상북도_문경시_마을회관현황,경상북도_문경시_마을회관현황_20220630,사회복지 - 노인·청소년,5120000,경상북도 문경시,문경읍,`0545506913,마을회관 조례,마을회관 신축,연간,2023-06-30,텍스트,252,csv,"마을회관,마을회관 주소,마을회관 연락처",851,2019-08-29,2022-07-01,-,공공데이터포털에서 다운로드(원문파일등록),"시민 알 권리 충족을 위하여 문경시 마을회관의 마을회관명, 주소, 건축면적, 전화번호 등 자료 등을 공공데이터 목록등록관리시스템에 게시",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3691,https://www.data.go.kr/data/15004731/fileData.do,N,N
15004740,FILE,원자력안전위원회_국내 원전 및 핵연료주기시설 등 일상 안전점검 현황,원자력안전위원회_국내 원전 및 핵연료주기시설 등 일상 안전점검 현황_20131231,산업고용 - 에너지및자원개발,1079960,원자력안전위원회,혁신행정데이터팀,`023977213,-,-,수시,-,텍스트,16,csv,"원자력발전소,핵연료,점검,안전점검,현황",1200,2015-03-20,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 2013년 12월 31일 기준으로 국내 원자력발전소 및 핵연료 주기시설 등에서 수행된 일상 안전점검 현황을 체계적으로 정리한 자료입니다.<br/>데이터는 발전소명과 호기명, 검사일, 검사원 수, 검사대상 시설 수, 검사 항목 수, 지적사항, 권고사항 등으로 구성되어 있어, <br/>각 시설에서의 안전점검 수행 내역과 점검 결과 통계를 확인할 수 있습니다. <br/>본 자료는 단순한 점검 기록에 그치지 않고, 시설 안전관리 실태를 평가하고 문제점을 조기에 발견하며, 향후 안전관리 개선 조치를 설계하는 데 중요한 기초자료로 활용될 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3097,https://www.data.go.kr/data/15004740/fileData.do,N,N
15004741,FILE,원자력안전위원회_방사성폐기물 관리시설 현황,원자력안전위원회_방사성폐기물 관리시설 현황_20231231,산업고용 - 에너지및자원개발,1079960,원자력안전위원회,혁신행정데이터팀,`023977213,-,-,수시,-,텍스트,4,CSV,"방사성,폐기물,관리현황,처분시설,저장처리시설",4642,2015-03-06,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),"2023년 기준의 국내 방사성 폐기물 관리 및 처리현황 데이터입니다. <br/>본 데이터의 제공 항목은 다음과 같습니다 : 시설구분(처분시설 및 저장처리시설), 시설명, 운영기관, 위치, 주요시설, 허가용량, 건설 및 운영 허가시기, 시설 운영 개시월, 비고 설명 등 <br/>연관데이터는 다음의 개별파일데이터를 참고하세요<br/> 시설별 사용후핵연료 저장가능 연도, 연도별·시설별 사용후핵연료 저장 현황,  연도별·시설별 중·저준위 방사성폐기물 저장 현황, <br/>연도별·업종별 개봉선원 폐기물 수거 현황, 연도별·업종별 밀봉선원 폐기물 수거 현황",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,9286,https://www.data.go.kr/data/15004741/fileData.do,N,N
15004742,FILE,원자력안전위원회_연도별 소량핵물질 국내 이용기관 수 추이,원자력안전위원회_연도별 소량핵물질 국내 이용기관 수 추이_20160111,산업고용 - 에너지및자원개발,1079960,원자력안전위원회,혁신행정데이터팀,`023977213,-,-,수시,-,텍스트,1,csv,"국내,핵물질,통제,연도별,이용기관",2189,2015-03-06,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 2010년부터 2020년까지 연도별 소량핵물질 국내 이용기관 수 추이를 나타낸 데이터입니다. <br/>소량핵물질은 연구, 의료, 산업용 등 다양한 분야에서 사용되며, 이를 활용하는 기관의 수 변화를 통해 국내 핵물질 이용 환경과 안전 관리 현황을 파악할 수 있습니다. <br/>데이터는 각 연도별로 소량핵물질을 사용하는 기관 수를 기록하고 있어, 이용 기관의 증감 추이, 특정 기간의 이용 집중도, 신규 이용 기관의 도입 현황 등을 분석할 수 있습니다.<br/><br/>연관데이터는 다음과 같습니다. <br/>- 소량핵물질 이용기관 현황<br/>- CTBTO IMS 구축 현황<br/>- 국내 안전조치 대상시설 현황<br/>- 핵실험탐지 국내 관측소 및 장비 현황<br/>- 연도별 사전판정 신청건수 대비 전략물자 판정비율<br/>- 연도별 사전판정, 수출허가, 핵물질수출입요건 확인 심사 현황<br/>- 연도별 사찰량 및 국가검사량 추이<br/>- 연도별 원자력통제교육 이수자 현황<br/>- 핵물질 종류별 연도별 운반검사 건수",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2790,https://www.data.go.kr/data/15004742/fileData.do,N,N
15004743,FILE,원자력안전위원회_국내 방사선 안전관리 현황,원자력안전위원회_국내 방사선 안전관리 현황_20141231,산업고용 - 에너지및자원개발,1079960,원자력안전위원회,혁신행정데이터팀,`023977213,-,-,수시,-,텍스트,10,csv,"원자력,방사선,안전관리,대행기관,지역",3086,2015-03-06,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 2014년 12월말 기준으로 국내 방사선 안전관리 대행기관의 지역별(수도권, 충청권, 영남권, 호남권)분포 현황을 나타낸 데이터입니다.<br/>본 데이터를 통해 전국 방사선 안전 관리 체계의 지역적 커버리지를 한눈에 파악할 수 있습니다. <br/>본 데이터에서 제공하는 방사선 안전관리 대행기관은 총 10개로, 각 기관은 병원, 연구기관, 산업시설 등 방사선 사용 기관의 안전관리 업무를 대행합니다.  <br/><br/>또한, 위 데이터와 연관된 데이터로 다음의 데이터를 참고할 수 있습니다.  <br/>- 연도별 판독특이자 발생 현황<br/>- 원인별·연도별 방사선사고 발생 수<br/>- 최근 5년간 업종별 종사자 수 및 피폭선량 현황",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5701,https://www.data.go.kr/data/15004743/fileData.do,N,N
15004745,FILE,금융위원회_금융시장동향,금융위원회_금융시장동향_20230821,재정금융 - 재정·금융,1160100,금융위원회,금융공공데이터팀,`0221002674,-,-,수시,-,텍스트,4703,PDF,"금융,시장,동향,주가,채권,금리,환율,CDS",1976,2017-06-19,2025-07-17,-,기관자체에서 다운로드(제공데이터URL기재),"금융시장동향 데이터는 금융위원회가 국내외 주요 금융지표를 수집·정리하여 제공하는 시계열 통계자료로, 금융시장 전반의 흐름과 변동성을 파악하는 데 유용한 정보입니다. <br/><br/>데이터에는 종합주가지수, 외국인의 유가증권 투자금액, 채권금리, 환율, CDS 프리미엄, 원유·금 등 Commodity 가격 등의 항목이 포함되며, 시의성 있는 금융시장 분석을 지원합니다. <br/><br/>* CDS(Credit Default Swap, 신용부도스왑)란 : 채권을 발행한 기업이나 국가가 부도날 경우 원금을 돌려받을 수 있는 금융파생상품<br/><br/>본 자료는 금융시장의 안정성과 예측 가능성을 높이는 기초자료로 활용 가능합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,14821,https://www.data.go.kr/data/15004745/fileData.do,N,N
15004746,FILE,강남구도시관리공단_공영주차장 정보,강남구도시관리공단_공영주차장 정보_20251208,교통물류 - 도로,B551286,강남구도시관리공단,시설관리팀,`0221760484,-,-,연간,2026-12-08,텍스트,61,csv,"공영주차장,노상주차장,노외주차장,부설주차장,주차이용안내,주차면수,교통편의,주차요금",1607,2015-03-09,2025-12-08,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 강남구도시관리공단이 운영·관리하는 공영주차장의 주요 정보를 종합적으로 정리하여 제공하는 자료입니다.<br/>주차장 위치, 운영시간, 주차요금 등 이용자가 실제로 필요로 하는 핵심 정보를 체계적으로 제공함으로써 주민과 방문객의 주차 편의를 높였습니다.<br/>데이터에는 주차장명, 주차장 구분(노상·노외·부설), 소재지 도로명주소 및 지번주소 등 기본적인 위치 정보와 함께 주차구획수가 포함되어 있어 각 주차장의 수용 능력을 명확하게 파악할 수 있습니다.<br/>또한 장애인 주차면, 가족배려 주차면, 대형차 주차면 등 다양한 전용 주차구역 현황을 제공하여, 이용자의 특성과 필요에 맞는 주차 가능 공간을 쉽고 정확하게 확인할 수 있습니다.<br/>운영 정보에는 운영요일, 평일·토요일·공휴일의 운영 시작 및 종료시간이 포함되어 있어 방문 전 주차장 이용 가능 여부를 사전에 확인하는 데 유용합니다.<br/>이와 더불어, 주차기본시간, 기본요금, 월정기권 요금 등 상세한 요금 정보도 함께 제공되어 실제 이용 비용을 예측하고 합리적인 주차 계획을 세울 수 있도록 지원합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,11988,https://www.data.go.kr/data/15004746/fileData.do,N,N
15004749,FILE,경상남도_거창군_게임업현황,경상남도_거창군_게임업현황_20240701,문화관광 - 문화체육관광일반,5470000,경상남도 거창군,행정과 정보화담당,`0559403203,-,-,연간,2026-07-04,텍스트,17,csv,"청소년게임제공업,pc방,게임제공업,일반게임제공업,인터넷컴퓨터게임시설제공업,문화,여가",725,2020-04-06,2025-07-04,-,공공데이터포털에서 다운로드(원문파일등록),"경상남도 거창군 게임업 현황에 대한 데이터로 경상남도 거창군 게임업 현황 업종, 경상남도 거창군 게임업 현황 업체명, 경상남도 거창군 게임업 현황 도로명주소, 경상남도 거창군 게임업 현황 지번주소, 경상남도 거창군 게임업 현황 위도, 경상남도 거창군 게임업 현황 경도 항목을 제공합니다.<br/><br/>○ 데이터기준일 : 2025. 05. 27.<br/>○ 게임제공업은 게임물을 이용할 수 있도록 하는 영업을 말합니다. 즉, 일정한 물리적 장소에 설비를 갖추고 게임물을 제공하는 사업을 의미합니다. 이에는 청소년이용불가 게임물과 전체이용가 게임물을 포함할 수 있습니다.",공백이 있을 시 개인정보를 삭제했거나 미집계된 데이터입니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3247,https://www.data.go.kr/data/15004749/fileData.do,N,N
15004756,FILE,원자력안전위원회_권역별 업체별 방사선안전관리 업무대행 현황,원자력안전위원회_권역별 업체별 방사선안전관리 업무대행 현황_20201231,산업고용 - 에너지및자원개발,1079960,원자력안전위원회,혁신행정데이터팀,`023977213,-,-,수시,-,텍스트,9,CSV,"규제,기관,시설,방사선,안전관리",2541,2015-03-06,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),2020년도 국내 안전규제기관 및 규제대상 시설 현황 :  권역별·업체별 방사선안전관리 업무대행 현황을 나타낸 데이터 입니다. <br/>본 데이터와 연관된 데이터는 다음과 같습니다. 이용에 참고하시기 바랍니다. <br/>- 국내 원자력 및 방사선안전 규제기관 및 규제대상 시설 현황<br/>- 권역별·업체별 방사선 안전관리업무 대행 현황<br/>- 업종별 국내 방사성동위원소 등 이용시설 현황<br/>- 용도별 방사성동위원소 등 이용시설 현황<br/>- 지역별 국내 방사성동위원소 등 이용시설 현황<br/>- 국내 방사성동위원소 등 이용시설 연도별 추이 현황,-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2325,https://www.data.go.kr/data/15004756/fileData.do,N,N
15004758,FILE,원자력안전위원회_국내 원자력 및 방사선 관련 인력현황,원자력안전위원회_국내 원자력 및 방사선 관련 인력현황_20150713,산업고용 - 에너지및자원개발,1079960,원자력안전위원회,혁신행정데이터팀,`023977213,-,-,수시,-,텍스트,1,csv,"원자력,방사선,인력,현황,국내",2432,2015-03-06,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),본 데이터는 2012~2013년 국내 원자력 및 방사선 관련 인력현황을 나타낸 데이터로 아래의 연관데이터와 함께 더 상세한 정보를 확인할 수 있습니다. <br/>(1) 국내 원자력 및 방사선 산업 인력현황<br/>- 국내 원자력 및 방사선 산업 분야별 인력현황<br/>- 국내 원자력 및 방사선 산업 분야별ㆍ직능별 인력현황<br/>- 국내 원자력 및 방사선 산업 전공별 인력분포<br/>     * 표에서 ( )는 여성 수/비율<br/>(2) 국내 원자력 및 방사선안전 규제기관 인력현황<br/>- 국내 원자력 및 방사선안전 규제기관 직능별 인력 현황<br/>- 국내 원자력 및 방사선안전 규제기관 연령별·근로조건별 인력 현황,-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3685,https://www.data.go.kr/data/15004758/fileData.do,N,N
15004760,FILE,강남구도시관리공단_체육시설 및 공연장 정보,강남구도시관리공단_체육시설 및 공연장 정보_20251211,문화관광 - 체육,B551286,강남구도시관리공단,시설관리팀,`0221760484,-,-,연간,2026-12-11,텍스트,14,csv,"체육시설,장소,대관정보,시설,문화시설,위치정보,시설현황,공간",1169,2016-04-20,2025-12-11,-,공공데이터포털에서 다운로드(원문파일등록),"강남구도시관리공단 체육시설 및 공연장 정보 데이터는 강남구 관내 공공 체육시설 및 공연장의 기본 현황과 운영 관련 정보를 제공합니다.<br/>시설의 명칭, 위치, 시설 유형, 면적, 층수 등 물리적 현황을 비롯하여, 평일·주말 운영시간, 휴관일, 유료사용 여부 등의 이용 조건을 포함하여 시설 이용에 필요한 주요 정보를 종합적으로 제공합니다.<br/>또한 이용자가 시설을 쉽게 찾고 문의할 수 있도록 도로명 주소, 사용안내 전화번호, 홈페이지 주소와 함께 정확한 위치 정보(위도·경도)를 제공하며, 관리기관명과 담당부서명 정보도 포함되어 있어 시설 운영 주체에 대한 확인과 연락이 용이합니다.<br/>이 데이터는 공공시설 접근성과 편의성을 높이고, 체육·문화 활동을 지원하기 위한 기반자료로 활용될 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3405,https://www.data.go.kr/data/15004760/fileData.do,N,N
